  Elapsed time	   ECG1	   ECG2
       0:31.258	  2.705	  0.365
       0:31.266	  2.525	  0.785
       0:31.273	  1.205	 -0.285
       0:31.281	 -0.255	 -0.665
       0:31.289	 -0.405	 -0.315
       0:31.297	 -0.285	 -0.105
       0:31.305	 -0.325	 -0.085
       0:31.313	 -0.385	 -0.125
       0:31.320	 -0.395	 -0.135
       0:31.328	 -0.405	 -0.115
       0:31.336	 -0.345	 -0.115
       0:31.344	 -0.325	 -0.125
       0:31.352	 -0.355	 -0.135
       0:31.359	 -0.345	 -0.145
       0:31.367	 -0.275	 -0.165
       0:31.375	 -0.285	 -0.175
       0:31.383	 -0.245	 -0.185
       0:31.391	 -0.255	 -0.185
       0:31.398	 -0.225	 -0.215
       0:31.406	 -0.265	 -0.235
       0:31.414	 -0.225	 -0.255
       0:31.422	 -0.195	 -0.275
       0:31.430	 -0.165	 -0.315
       0:31.438	 -0.165	 -0.345
       0:31.445	 -0.175	 -0.345
       0:31.453	 -0.245	 -0.335
       0:31.461	 -0.225	 -0.345
       0:31.469	 -0.215	 -0.355
       0:31.477	 -0.205	 -0.335
       0:31.484	 -0.175	 -0.305
       0:31.492	 -0.245	 -0.255
       0:31.500	 -0.205	 -0.215
       0:31.508	 -0.135	 -0.165
       0:31.516	 -0.105	 -0.095
       0:31.523	 -0.135	 -0.065
       0:31.531	 -0.185	 -0.055
       0:31.539	 -0.165	 -0.065
       0:31.547	 -0.175	 -0.045
       0:31.555	 -0.175	 -0.025
       0:31.563	 -0.215	 -0.035
       0:31.570	 -0.205	 -0.025
       0:31.578	 -0.175	 -0.015
       0:31.586	 -0.215	 -0.015
       0:31.594	 -0.235	 -0.035
       0:31.602	 -0.185	 -0.035
       0:31.609	 -0.175	 -0.025
       0:31.617	 -0.175	 -0.045
       0:31.625	 -0.205	 -0.035
       0:31.633	 -0.175	 -0.015
       0:31.641	 -0.195	 -0.035
       0:31.648	 -0.205	 -0.055
       0:31.656	 -0.225	 -0.045
       0:31.664	 -0.215	 -0.045
       0:31.672	 -0.185	 -0.035
       0:31.680	 -0.245	 -0.045
       0:31.688	 -0.205	 -0.055
       0:31.695	 -0.195	 -0.045
       0:31.703	 -0.245	 -0.015
       0:31.711	 -0.145	  0.015
       0:31.719	 -0.125	  0.035
       0:31.727	 -0.165	  0.025
       0:31.734	 -0.015	  0.025
       0:31.742	 -0.025	 -0.055
       0:31.750	 -0.105	 -0.095
       0:31.758	 -0.135	 -0.075
       0:31.766	 -0.185	 -0.075
       0:31.773	 -0.195	 -0.055
       0:31.781	 -0.195	 -0.035
       0:31.789	 -0.195	 -0.065
       0:31.797	 -0.265	 -0.055
       0:31.805	 -0.265	 -0.035
       0:31.813	 -0.295	 -0.075
       0:31.820	 -0.285	 -0.085
       0:31.828	 -0.315	 -0.055
       0:31.836	 -0.205	 -0.045
       0:31.844	 -0.465	  0.165
       0:31.852	 -0.945	  0.085
       0:31.859	 -0.535	 -0.275
       0:31.867	  0.945	 -0.495
       0:31.875	  2.475	 -0.345
       0:31.883	  2.805	  0.365
       0:31.891	  2.435	  0.215
       0:31.898	  0.635	 -0.905
       0:31.906	 -0.385	 -0.535
       0:31.914	 -0.335	 -0.075
       0:31.922	 -0.315	 -0.025
       0:31.930	 -0.355	 -0.045
       0:31.938	 -0.415	 -0.065
       0:31.945	 -0.435	 -0.085
       0:31.953	 -0.385	 -0.055
       0:31.961	 -0.415	 -0.065
       0:31.969	 -0.405	 -0.065
       0:31.977	 -0.415	 -0.055
       0:31.984	 -0.345	 -0.095
       0:31.992	 -0.355	 -0.085
       0:32.000	 -0.335	 -0.075
       0:32.008	 -0.285	 -0.115
       0:32.016	 -0.245	 -0.125
       0:32.023	 -0.215	 -0.125
       0:32.031	 -0.185	 -0.115
       0:32.039	 -0.205	 -0.155
       0:32.047	 -0.185	 -0.185
       0:32.055	 -0.205	 -0.195
       0:32.063	 -0.165	 -0.215
       0:32.070	 -0.185	 -0.225
       0:32.078	 -0.185	 -0.245
       0:32.086	 -0.215	 -0.245
       0:32.094	 -0.225	 -0.225
       0:32.102	 -0.275	 -0.255
       0:32.109	 -0.255	 -0.205
       0:32.117	 -0.225	 -0.185
       0:32.125	 -0.235	 -0.125
       0:32.133	 -0.185	 -0.095
       0:32.141	 -0.155	 -0.075
       0:32.148	 -0.155	 -0.045
       0:32.156	 -0.155	 -0.025
       0:32.164	 -0.185	 -0.005
       0:32.172	 -0.215	 -0.025
       0:32.180	 -0.215	 -0.015
       0:32.188	 -0.205	 -0.005
       0:32.195	 -0.195	 -0.005
       0:32.203	 -0.195	  0.015
       0:32.211	 -0.185	 -0.005
       0:32.219	 -0.185	  0.005
       0:32.227	 -0.165	 -0.005
       0:32.234	 -0.205	 -0.015
       0:32.242	 -0.195	 -0.015
       0:32.250	 -0.175	 -0.025
       0:32.258	 -0.175	 -0.005
       0:32.266	 -0.175	  0.025
       0:32.273	 -0.185	 -0.025
       0:32.281	 -0.175	 -0.025
       0:32.289	 -0.155	 -0.015
       0:32.297	 -0.175	  0.005
       0:32.305	 -0.185	 -0.015
       0:32.313	 -0.165	 -0.005
       0:32.320	 -0.105	  0.025
       0:32.328	 -0.095	  0.055
       0:32.336	 -0.115	  0.075
       0:32.344	 -0.105	  0.095
       0:32.352	 -0.045	  0.025
       0:32.359	 -0.025	 -0.015
       0:32.367	 -0.035	 -0.045
       0:32.375	 -0.105	 -0.055
       0:32.383	 -0.145	 -0.025
       0:32.391	 -0.125	 -0.005
       0:32.398	 -0.145	  0.025
       0:32.406	 -0.205	 -0.015
       0:32.414	 -0.215	 -0.045
       0:32.422	 -0.225	 -0.015
       0:32.430	 -0.225	 -0.020
       0:32.438	 -0.225	 -0.040
       0:32.445	 -0.255	 -0.040
       0:32.453	 -0.235	 -0.010
       0:32.461	 -0.185	  0.000
       0:32.469	 -0.465	  0.230
       0:32.477	 -0.865	  0.050
       0:32.484	 -0.505	 -0.470
       0:32.492	  1.125	 -0.480
       0:32.500	  2.595	 -0.100
       0:32.508	  2.885	  0.610
       0:32.516	  2.405	  0.340
       0:32.523	  0.795	 -0.870
       0:32.531	 -0.215	 -0.580
       0:32.539	 -0.315	 -0.070
       0:32.547	 -0.315	 -0.030
       0:32.555	 -0.325	 -0.020
       0:32.563	 -0.365	 -0.050
       0:32.570	 -0.365	 -0.050
       0:32.578	 -0.375	 -0.050
       0:32.586	 -0.365	 -0.040
       0:32.594	 -0.295	 -0.060
       0:32.602	 -0.335	 -0.080
       0:32.609	 -0.295	 -0.070
       0:32.617	 -0.275	 -0.070
       0:32.625	 -0.285	 -0.075
       0:32.633	 -0.275	 -0.105
       0:32.641	 -0.215	 -0.105
       0:32.648	 -0.205	 -0.135
       0:32.656	 -0.155	 -0.155
       0:32.664	 -0.155	 -0.165
       0:32.672	 -0.135	 -0.195
       0:32.680	 -0.125	 -0.215
       0:32.688	 -0.105	 -0.255
       0:32.695	 -0.135	 -0.265
       0:32.703	 -0.145	 -0.245
       0:32.711	 -0.175	 -0.275
       0:32.719	 -0.185	 -0.275
       0:32.727	 -0.195	 -0.255
       0:32.734	 -0.185	 -0.205
       0:32.742	 -0.155	 -0.155
       0:32.750	 -0.145	 -0.125
       0:32.758	 -0.145	 -0.075
       0:32.766	 -0.145	 -0.015
       0:32.773	 -0.145	 -0.005
       0:32.781	 -0.145	 -0.005
       0:32.789	 -0.155	  0.025
       0:32.797	 -0.155	  0.035
       0:32.805	 -0.195	  0.045
       0:32.813	 -0.165	  0.025
       0:32.820	 -0.165	  0.015
       0:32.828	 -0.135	  0.035
       0:32.836	 -0.165	  0.045
       0:32.844	 -0.155	  0.005
       0:32.852	 -0.175	  0.015
       0:32.859	 -0.145	  0.015
       0:32.867	 -0.105	  0.025
       0:32.875	 -0.125	  0.015
       0:32.883	 -0.155	  0.025
       0:32.891	 -0.155	  0.005
       0:32.898	 -0.125	  0.015
       0:32.906	 -0.155	  0.005
       0:32.914	 -0.145	  0.015
       0:32.922	 -0.135	  0.015
       0:32.930	 -0.135	  0.005
       0:32.938	 -0.125	  0.005
       0:32.945	 -0.175	  0.005
       0:32.953	 -0.155	  0.025
       0:32.961	 -0.105	  0.025
       0:32.969	 -0.065	  0.055
       0:32.977	 -0.105	  0.045
       0:32.984	 -0.085	  0.065
       0:32.992	  0.055	  0.045
       0:33.000	  0.015	 -0.045
       0:33.008	 -0.045	 -0.055
       0:33.016	 -0.095	 -0.015
       0:33.023	 -0.115	  0.005
       0:33.031	 -0.125	  0.005
       0:33.039	 -0.135	 -0.005
       0:33.047	 -0.195	 -0.015
       0:33.055	 -0.225	 -0.005
       0:33.063	 -0.225	 -0.025
       0:33.070	 -0.235	  0.005
       0:33.078	 -0.195	 -0.005
       0:33.086	 -0.205	 -0.025
       0:33.094	 -0.165	  0.005
       0:33.102	 -0.435	  0.205
       0:33.109	 -0.795	  0.005
       0:33.117	 -0.455	 -0.495
       0:33.125	  1.005	 -0.555
       0:33.133	  2.455	 -0.055
       0:33.141	  2.705	  0.745
       0:33.148	  2.315	  0.655
       0:33.156	  1.045	 -0.645
       0:33.164	 -0.135	 -0.625
       0:33.172	 -0.305	 -0.215
       0:33.180	 -0.275	 -0.045
       0:33.188	 -0.345	 -0.055
       0:33.195	 -0.345	 -0.055
       0:33.203	 -0.345	 -0.045
       0:33.211	 -0.385	 -0.055
       0:33.219	 -0.365	 -0.085
       0:33.227	 -0.315	 -0.085
       0:33.234	 -0.315	 -0.085
       0:33.242	 -0.305	 -0.085
       0:33.250	 -0.315	 -0.125
       0:33.258	 -0.295	 -0.105
       0:33.266	 -0.245	 -0.105
       0:33.273	 -0.225	 -0.135
       0:33.281	 -0.215	 -0.165
       0:33.289	 -0.205	 -0.185
       0:33.297	 -0.195	 -0.195
       0:33.305	 -0.185	 -0.205
       0:33.313	 -0.175	 -0.255
       0:33.320	 -0.145	 -0.285
       0:33.328	 -0.135	 -0.285
       0:33.336	 -0.125	 -0.325
       0:33.344	 -0.155	 -0.345
       0:33.352	 -0.165	 -0.345
       0:33.359	 -0.235	 -0.305
       0:33.367	 -0.195	 -0.305
       0:33.375	 -0.215	 -0.275
       0:33.383	 -0.195	 -0.225
       0:33.391	 -0.135	 -0.155
       0:33.398	 -0.125	 -0.125
       0:33.406	 -0.135	 -0.075
       0:33.414	 -0.155	  0.005
       0:33.422	 -0.175	 -0.025
       0:33.430	 -0.185	 -0.005
       0:33.438	 -0.185	  0.005
       0:33.445	 -0.185	 -0.005
       0:33.453	 -0.165	  0.005
       0:33.461	 -0.195	  0.035
       0:33.469	 -0.145	  0.005
       0:33.477	 -0.165	 -0.005
       0:33.484	 -0.155	 -0.015
       0:33.492	 -0.175	  0.015
       0:33.500	 -0.145	 -0.015
       0:33.508	 -0.145	 -0.005
       0:33.516	 -0.135	  0.035
       0:33.523	 -0.135	  0.015
       0:33.531	 -0.165	  0.015
       0:33.539	 -0.175	  0.005
       0:33.547	 -0.155	  0.005
       0:33.555	 -0.125	  0.005
       0:33.563	 -0.135	 -0.025
       0:33.570	 -0.165	 -0.005
       0:33.578	 -0.155	  0.025
       0:33.586	 -0.155	  0.005
       0:33.594	 -0.145	 -0.015
       0:33.602	 -0.145	 -0.005
       0:33.609	 -0.115	  0.035
       0:33.617	 -0.065	  0.075
       0:33.625	 -0.085	  0.045
       0:33.633	 -0.025	  0.045
       0:33.641	  0.035	 -0.005
       0:33.648	 -0.045	 -0.035
       0:33.656	 -0.045	 -0.065
       0:33.664	 -0.085	 -0.025
       0:33.672	 -0.095	 -0.015
       0:33.680	 -0.125	  0.015
       0:33.688	 -0.165	 -0.025
       0:33.695	 -0.165	 -0.015
       0:33.703	 -0.195	 -0.005
       0:33.711	 -0.235	 -0.015
       0:33.719	 -0.205	 -0.045
       0:33.727	 -0.165	 -0.025
       0:33.734	 -0.165	 -0.025
       0:33.742	 -0.165	  0.045
       0:33.750	 -0.645	  0.145
       0:33.758	 -0.755	 -0.105
       0:33.766	 -0.065	 -0.665
       0:33.773	  1.695	 -0.285
       0:33.781	  2.645	  0.295
       0:33.789	  2.525	  1.005
       0:33.797	  1.795	  0.185
       0:33.805	  0.125	 -0.715
       0:33.813	 -0.365	 -0.415
       0:33.820	 -0.315	 -0.115
       0:33.828	 -0.315	 -0.045
       0:33.836	 -0.315	 -0.075
       0:33.844	 -0.365	 -0.085
       0:33.852	 -0.325	 -0.095
       0:33.859	 -0.315	 -0.065
       0:33.867	 -0.325	 -0.125
       0:33.875	 -0.315	 -0.115
       0:33.883	 -0.295	 -0.115
       0:33.891	 -0.265	 -0.145
       0:33.898	 -0.235	 -0.135
       0:33.906	 -0.265	 -0.165
       0:33.914	 -0.235	 -0.185
       0:33.922	 -0.195	 -0.195
       0:33.930	 -0.175	 -0.205
       0:33.938	 -0.175	 -0.255
       0:33.945	 -0.165	 -0.275
       0:33.953	 -0.145	 -0.285
       0:33.961	 -0.185	 -0.325
       0:33.969	 -0.145	 -0.365
       0:33.977	 -0.145	 -0.355
       0:33.984	 -0.155	 -0.355
       0:33.992	 -0.175	 -0.375
       0:34.000	 -0.195	 -0.355
       0:34.008	 -0.145	 -0.305
       0:34.016	 -0.135	 -0.275
       0:34.023	 -0.125	 -0.235
       0:34.031	 -0.125	 -0.175
       0:34.039	 -0.085	 -0.105
       0:34.047	 -0.065	 -0.095
       0:34.055	 -0.095	 -0.045
       0:34.063	 -0.115	 -0.025
       0:34.070	 -0.135	 -0.025
       0:34.078	 -0.145	 -0.005
       0:34.086	 -0.145	 -0.005
       0:34.094	 -0.165	 -0.015
       0:34.102	 -0.145	  0.005
       0:34.109	 -0.165	 -0.025
       0:34.117	 -0.155	 -0.035
       0:34.125	 -0.145	 -0.025
       0:34.133	 -0.175	 -0.005
       0:34.141	 -0.135	 -0.005
       0:34.148	 -0.135	  0.005
       0:34.156	 -0.135	 -0.035
       0:34.164	 -0.145	 -0.015
       0:34.172	 -0.145	 -0.015
       0:34.180	 -0.165	  0.005
       0:34.188	 -0.175	 -0.025
       0:34.195	 -0.175	 -0.035
       0:34.203	 -0.165	 -0.015
       0:34.211	 -0.155	 -0.025
       0:34.219	 -0.175	 -0.035
       0:34.227	 -0.165	 -0.015
       0:34.234	 -0.135	 -0.015
       0:34.242	 -0.135	 -0.045
       0:34.250	 -0.145	 -0.025
       0:34.258	 -0.125	  0.015
       0:34.266	 -0.105	  0.025
       0:34.273	 -0.125	  0.025
       0:34.281	 -0.105	  0.035
       0:34.289	 -0.025	  0.005
       0:34.297	  0.035	 -0.035
       0:34.305	 -0.035	 -0.035
       0:34.313	 -0.105	 -0.065
       0:34.320	 -0.135	 -0.075
       0:34.328	 -0.115	 -0.015
       0:34.336	 -0.155	 -0.015
       0:34.344	 -0.195	 -0.045
       0:34.352	 -0.195	 -0.015
       0:34.359	 -0.215	 -0.045
       0:34.367	 -0.215	 -0.055
       0:34.375	 -0.245	 -0.055
       0:34.383	 -0.195	 -0.035
       0:34.391	 -0.105	  0.035
       0:34.398	 -0.485	  0.165
       0:34.406	 -0.855	 -0.045
       0:34.414	 -0.145	 -0.455
       0:34.422	  1.525	 -0.315
       0:34.430	  2.715	 -0.005
       0:34.438	  2.735	  0.655
       0:34.445	  2.205	  0.315
       0:34.453	  0.375	 -0.855
       0:34.461	 -0.425	 -0.545
       0:34.469	 -0.295	 -0.155
       0:34.477	 -0.305	 -0.055
       0:34.484	 -0.375	 -0.055
       0:34.492	 -0.345	 -0.085
       0:34.500	 -0.375	 -0.055
       0:34.508	 -0.375	 -0.095
       0:34.516	 -0.335	 -0.095
       0:34.523	 -0.345	 -0.095
       0:34.531	 -0.315	 -0.115
       0:34.539	 -0.275	 -0.095
       0:34.547	 -0.295	 -0.095
       0:34.555	 -0.285	 -0.115
       0:34.563	 -0.235	 -0.135
       0:34.570	 -0.215	 -0.165
       0:34.578	 -0.185	 -0.175
       0:34.586	 -0.185	 -0.175
       0:34.594	 -0.175	 -0.215
       0:34.602	 -0.145	 -0.215
       0:34.609	 -0.135	 -0.235
       0:34.617	 -0.195	 -0.295
       0:34.625	 -0.185	 -0.315
       0:34.633	 -0.175	 -0.315
       0:34.641	 -0.205	 -0.275
       0:34.648	 -0.215	 -0.235
       0:34.656	 -0.165	 -0.275
       0:34.664	 -0.175	 -0.245
       0:34.672	 -0.165	 -0.185
       0:34.680	 -0.125	 -0.155
       0:34.688	 -0.175	 -0.125
       0:34.695	 -0.115	 -0.075
       0:34.703	 -0.115	 -0.015
       0:34.711	 -0.145	 -0.015
       0:34.719	 -0.145	 -0.045
       0:34.727	 -0.165	  0.005
       0:34.734	 -0.185	  0.015
       0:34.742	 -0.175	 -0.025
       0:34.750	 -0.185	 -0.015
       0:34.758	 -0.175	 -0.015
       0:34.766	 -0.145	  0.005
       0:34.773	 -0.165	  0.005
       0:34.781	 -0.185	 -0.005
       0:34.789	 -0.175	 -0.025
       0:34.797	 -0.155	 -0.015
       0:34.805	 -0.155	 -0.015
       0:34.813	 -0.165	 -0.025
       0:34.820	 -0.165	 -0.015
       0:34.828	 -0.175	 -0.005
       0:34.836	 -0.155	 -0.035
       0:34.844	 -0.165	 -0.025
       0:34.852	 -0.155	 -0.035
       0:34.859	 -0.155	 -0.025
       0:34.867	 -0.185	 -0.045
       0:34.875	 -0.195	 -0.015
       0:34.883	 -0.175	 -0.025
       0:34.891	 -0.105	 -0.005
       0:34.898	 -0.085	  0.025
       0:34.906	 -0.125	  0.045
       0:34.914	 -0.145	  0.035
       0:34.922	  0.035	  0.025
       0:34.930	  0.005	 -0.035
       0:34.938	 -0.065	 -0.055
       0:34.945	 -0.085	 -0.095
       0:34.953	 -0.105	 -0.045
       0:34.961	 -0.115	 -0.005
       0:34.969	 -0.205	 -0.025
       0:34.977	 -0.185	 -0.055
       0:34.984	 -0.205	 -0.035
       0:34.992	 -0.195	 -0.045
       0:35.000	 -0.255	 -0.065
       0:35.008	 -0.225	 -0.045
       0:35.016	 -0.205	 -0.035
       0:35.023	 -0.165	 -0.015
       0:35.031	 -0.445	  0.245
       0:35.039	 -0.875	  0.045
       0:35.047	 -0.315	 -0.445
       0:35.055	  1.265	 -0.435
       0:35.063	  2.605	 -0.185
       0:35.070	  2.835	  0.585
       0:35.078	  2.315	  0.275
       0:35.086	  0.635	 -0.845
       0:35.094	 -0.325	 -0.565
       0:35.102	 -0.275	 -0.105
       0:35.109	 -0.255	 -0.015
       0:35.117	 -0.325	 -0.035
       0:35.125	 -0.385	 -0.035
       0:35.133	 -0.385	 -0.035
       0:35.141	 -0.335	 -0.065
       0:35.148	 -0.355	 -0.075
       0:35.156	 -0.305	 -0.075
       0:35.164	 -0.285	 -0.075
       0:35.172	 -0.305	 -0.065
       0:35.180	 -0.275	 -0.115
       0:35.188	 -0.255	 -0.125
       0:35.195	 -0.245	 -0.125
       0:35.203	 -0.165	 -0.115
       0:35.211	 -0.175	 -0.125
       0:35.219	 -0.175	 -0.175
       0:35.227	 -0.145	 -0.185
       0:35.234	 -0.115	 -0.215
       0:35.242	 -0.115	 -0.235
       0:35.250	 -0.125	 -0.265
       0:35.258	 -0.105	 -0.275
       0:35.266	 -0.125	 -0.285
       0:35.273	 -0.155	 -0.275
       0:35.281	 -0.185	 -0.285
       0:35.289	 -0.185	 -0.255
       0:35.297	 -0.175	 -0.225
       0:35.305	 -0.185	 -0.185
       0:35.313	 -0.125	 -0.135
       0:35.320	 -0.135	 -0.105
       0:35.328	 -0.125	 -0.035
       0:35.336	 -0.135	 -0.045
       0:35.344	 -0.145	 -0.025
       0:35.352	 -0.195	 -0.005
       0:35.359	 -0.145	 -0.005
       0:35.367	 -0.145	 -0.005
       0:35.375	 -0.165	 -0.005
       0:35.383	 -0.165	  0.025
       0:35.391	 -0.155	 -0.005
       0:35.398	 -0.155	 -0.005
       0:35.406	 -0.175	 -0.025
       0:35.414	 -0.125	 -0.005
       0:35.422	 -0.115	  0.005
       0:35.430	 -0.115	  0.025
       0:35.438	 -0.145	 -0.025
       0:35.445	 -0.145	 -0.015
       0:35.453	 -0.125	 -0.005
       0:35.461	 -0.125	 -0.005
       0:35.469	 -0.135	  0.005
       0:35.477	 -0.145	 -0.035
       0:35.484	 -0.115	 -0.005
       0:35.492	 -0.175	 -0.015
       0:35.500	 -0.135	 -0.035
       0:35.508	 -0.155	 -0.015
       0:35.516	 -0.135	 -0.005
       0:35.523	 -0.155	 -0.005
       0:35.531	 -0.095	 -0.005
       0:35.539	 -0.055	  0.025
       0:35.547	 -0.065	  0.065
       0:35.555	 -0.065	  0.035
       0:35.563	  0.065	 -0.005
       0:35.570	  0.015	 -0.045
       0:35.578	 -0.035	 -0.065
       0:35.586	 -0.105	 -0.065
       0:35.594	 -0.085	 -0.055
       0:35.602	 -0.105	  0.025
       0:35.609	 -0.115	 -0.025
       0:35.617	 -0.165	 -0.055
       0:35.625	 -0.185	 -0.055
       0:35.633	 -0.195	 -0.045
       0:35.641	 -0.195	 -0.035
       0:35.648	 -0.175	 -0.035
       0:35.656	 -0.185	 -0.055
       0:35.664	 -0.145	 -0.035
       0:35.672	 -0.325	  0.185
       0:35.680	 -0.775	  0.015
       0:35.688	 -0.295	 -0.525
       0:35.695	  1.355	 -0.535
       0:35.703	  2.695	 -0.055
       0:35.711	  2.835	  0.765
       0:35.719	  2.275	  0.405
       0:35.727	  0.745	 -0.785
       0:35.734	 -0.225	 -0.595
       0:35.742	 -0.275	 -0.155
       0:35.750	 -0.245	 -0.035
       0:35.758	 -0.315	 -0.065
       0:35.766	 -0.305	 -0.075
       0:35.773	 -0.355	 -0.075
       0:35.781	 -0.325	 -0.085
       0:35.789	 -0.315	 -0.055
       0:35.797	 -0.295	 -0.075
       0:35.805	 -0.275	 -0.105
       0:35.813	 -0.295	 -0.115
       0:35.820	 -0.265	 -0.135
       0:35.828	 -0.215	 -0.075
       0:35.836	 -0.185	 -0.125
       0:35.844	 -0.195	 -0.155
       0:35.852	 -0.155	 -0.165
       0:35.859	 -0.155	 -0.165
       0:35.867	 -0.155	 -0.195
       0:35.875	 -0.115	 -0.195
       0:35.883	 -0.095	 -0.265
       0:35.891	 -0.085	 -0.275
       0:35.898	 -0.095	 -0.275
       0:35.906	 -0.095	 -0.315
       0:35.914	 -0.115	 -0.315
       0:35.922	 -0.135	 -0.335
       0:35.930	 -0.115	 -0.325
       0:35.938	 -0.135	 -0.275
       0:35.945	 -0.145	 -0.245
       0:35.953	 -0.135	 -0.195
       0:35.961	 -0.125	 -0.145
       0:35.969	 -0.085	 -0.105
       0:35.977	 -0.095	 -0.065
       0:35.984	 -0.115	 -0.005
       0:35.992	 -0.125	 -0.025
       0:36.000	 -0.145	 -0.005
       0:36.008	 -0.135	 -0.005
       0:36.016	 -0.165	  0.025
       0:36.023	 -0.145	 -0.005
       0:36.031	 -0.135	 -0.025
       0:36.039	 -0.125	  0.025
       0:36.047	 -0.125	  0.015
       0:36.055	 -0.135	  0.015
       0:36.063	 -0.125	 -0.025
       0:36.070	 -0.135	 -0.005
       0:36.078	 -0.115	  0.015
       0:36.086	 -0.125	  0.025
       0:36.094	 -0.125	 -0.025
       0:36.102	 -0.135	 -0.025
       0:36.109	 -0.105	  0.005
       0:36.117	 -0.095	  0.005
       0:36.125	 -0.125	  0.015
       0:36.133	 -0.125	 -0.035
       0:36.141	 -0.145	 -0.005
       0:36.148	 -0.145	 -0.005
       0:36.156	 -0.125	  0.025
       0:36.164	 -0.125	 -0.015
       0:36.172	 -0.095	  0.005
       0:36.180	 -0.035	  0.025
       0:36.188	 -0.055	  0.045
       0:36.195	 -0.085	  0.065
       0:36.203	  0.035	  0.065
       0:36.211	  0.035	 -0.015
       0:36.219	  0.005	 -0.055
       0:36.227	 -0.065	 -0.055
       0:36.234	 -0.115	 -0.025
       0:36.242	 -0.085	  0.005
       0:36.250	 -0.145	  0.035
       0:36.258	 -0.145	 -0.035
       0:36.266	 -0.165	 -0.025
       0:36.273	 -0.195	 -0.035
       0:36.281	 -0.165	 -0.015
       0:36.289	 -0.175	 -0.025
       0:36.297	 -0.175	 -0.005
       0:36.305	 -0.125	 -0.015
       0:36.313	 -0.335	  0.175
       0:36.320	 -0.795	 -0.005
       0:36.328	 -0.485	 -0.455
       0:36.336	  1.045	 -0.655
       0:36.344	  2.575	 -0.015
       0:36.352	  2.775	  0.825
       0:36.359	  2.355	  0.655
       0:36.367	  0.755	 -0.725
       0:36.375	 -0.285	 -0.625
       0:36.383	 -0.275	 -0.155
       0:36.391	 -0.245	 -0.035
       0:36.398	 -0.305	 -0.045
       0:36.406	 -0.315	 -0.085
       0:36.414	 -0.355	 -0.095
       0:36.422	 -0.335	 -0.085
       0:36.430	 -0.325	 -0.095
       0:36.438	 -0.285	 -0.095
       0:36.445	 -0.285	 -0.125
       0:36.453	 -0.265	 -0.125
       0:36.461	 -0.245	 -0.125
       0:36.469	 -0.235	 -0.125
       0:36.477	 -0.185	 -0.145
       0:36.484	 -0.195	 -0.175
       0:36.492	 -0.175	 -0.235
       0:36.500	 -0.135	 -0.225
       0:36.508	 -0.125	 -0.235
       0:36.516	 -0.145	 -0.245
       0:36.523	 -0.105	 -0.285
       0:36.531	 -0.105	 -0.355
       0:36.539	 -0.095	 -0.355
       0:36.547	 -0.085	 -0.335
       0:36.555	 -0.195	 -0.345
       0:36.563	 -0.145	 -0.345
       0:36.570	 -0.135	 -0.345
       0:36.578	 -0.125	 -0.315
       0:36.586	 -0.105	 -0.245
       0:36.594	 -0.115	 -0.195
       0:36.602	 -0.075	 -0.135
       0:36.609	 -0.085	 -0.075
       0:36.617	 -0.075	 -0.055
       0:36.625	 -0.115	 -0.055
       0:36.633	 -0.125	 -0.015
       0:36.641	 -0.125	  0.025
       0:36.648	 -0.135	 -0.005
       0:36.656	 -0.145	 -0.015
       0:36.664	 -0.165	  0.005
       0:36.672	 -0.145	  0.025
       0:36.680	 -0.135	  0.005
       0:36.688	 -0.165	 -0.015
       0:36.695	 -0.165	 -0.005
       0:36.703	 -0.135	  0.005
       0:36.711	 -0.145	  0.015
       0:36.719	 -0.145	  0.005
       0:36.727	 -0.165	  0.005
       0:36.734	 -0.135	  0.015
       0:36.742	 -0.155	 -0.015
       0:36.750	 -0.145	 -0.005
       0:36.758	 -0.175	  0.005
       0:36.766	 -0.125	  0.005
       0:36.773	 -0.155	  0.005
       0:36.781	 -0.145	 -0.005
       0:36.789	 -0.145	 -0.015
       0:36.797	 -0.155	 -0.005
       0:36.805	 -0.125	  0.005
       0:36.813	 -0.095	  0.025
       0:36.820	 -0.095	  0.045
       0:36.828	 -0.075	  0.075
       0:36.836	  0.015	  0.055
       0:36.844	  0.005	  0.005
       0:36.852	 -0.045	 -0.095
       0:36.859	 -0.165	 -0.035
       0:36.867	 -0.115	 -0.005
       0:36.875	 -0.115	 -0.015
       0:36.883	 -0.125	 -0.005
       0:36.891	 -0.145	  0.025
       0:36.898	 -0.235	 -0.025
       0:36.906	 -0.265	 -0.035
       0:36.914	 -0.205	 -0.035
       0:36.922	 -0.185	 -0.015
       0:36.930	 -0.185	 -0.005
       0:36.938	 -0.175	 -0.015
       0:36.945	 -0.215	  0.105
       0:36.953	 -0.835	  0.085
       0:36.961	 -0.735	 -0.195
       0:36.969	  0.455	 -0.655
       0:36.977	  2.125	 -0.125
       0:36.984	  2.785	  0.385
       0:36.992	  2.525	  1.005
       0:37.000	  1.655	 -0.045
       0:37.008	 -0.015	 -0.815
       0:37.016	 -0.375	 -0.335
       0:37.023	 -0.285	 -0.055
       0:37.031	 -0.325	 -0.075
       0:37.039	 -0.375	 -0.095
       0:37.047	 -0.335	 -0.065
       0:37.055	 -0.315	 -0.075
       0:37.063	 -0.385	 -0.095
       0:37.070	 -0.335	 -0.125
       0:37.078	 -0.295	 -0.105
       0:37.086	 -0.365	 -0.125
